train_step_acc,step,epoch,train_step_loss,val_step_acc,val_step_loss
0.4404347836971283,19,0,1.1212058067321777,,
0.5093043446540833,39,1,1.020159363746643,,
,49,2,,0.5234375,1.2166504859924316
0.5306956768035889,59,2,0.9810677170753479,,
0.5440869331359863,79,3,1.0296239852905273,,
,99,4,,0.5551470518112183,1.144696593284607
0.5458260774612427,99,4,1.0032414197921753,,
