train_step_acc,train_step_loss,step,epoch,val_step_acc,val_step_loss
0.40139129757881165,1.0869216918945312,19,0,,
0.49017390608787537,1.053666353225708,39,1,,
,,49,2,0.50390625,1.2624099254608154
0.5133043527603149,1.0161962509155273,59,2,,
0.5286086797714233,0.9897617101669312,79,3,,
,,99,4,0.529411792755127,1.1638230085372925
0.5325217247009277,1.0326316356658936,99,4,,
