train_step_acc,train_step_loss,step,epoch,val_step_acc,val_step_loss
0.4218260943889618,1.0529686212539673,19,0,,
0.5119130611419678,1.0766816139221191,39,1,,
,,49,2,0.5234375,1.2590237855911255
0.5320000052452087,1.0245596170425415,59,2,,
0.5416522026062012,0.9706429243087769,79,3,,
,,99,4,0.5735294222831726,1.1664321422576904
0.5495651960372925,0.9730890393257141,99,4,,
